                                                                                                            
{'loss': '0.693', 'grad_norm': '8.043', 'learning_rate': '4.5e-08', 'rewards/chosen': '0.002778', 'rewards/rejected': '0.002157', 'rewards/accuracies': '0.3625', 'rewards/margins': '0.0006214', 'logps/chosen': '-154.9', 'logps/rejected': '-68.91', 'logits/chosen': '1.662', 'logits/rejected': '1.632', 'epoch': '0.0107'}
{'loss': '0.0003823', 'grad_norm': '0.01768', 'learning_rate': '7.497e-08', 'rewards/chosen': '1.122', 'rewards/rejected': '-7.616', 'rewards/accuracies': '1', 'rewards/margins': '8.738', 'logps/chosen': '-141.4', 'logps/rejected': '-145.9', 'logits/chosen': '1.246', 'logits/rejected': '0.09829', 'epoch': '4.268'}
{'loss': '0.0005454', 'grad_norm': '0.01938', 'learning_rate': '7.388e-08', 'rewards/chosen': '0.9461', 'rewards/rejected': '-7.596', 'rewards/accuracies': '1', 'rewards/margins': '8.542', 'logps/chosen': '-155.8', 'logps/rejected': '-144.6', 'logits/chosen': '1.374', 'logits/rejected': '0.05834', 'epoch': '4.278'}
{'loss': '0.0004245', 'grad_norm': '0.02414', 'learning_rate': '7.279e-08', 'rewards/chosen': '1.018', 'rewards/rejected': '-7.57', 'rewards/accuracies': '1', 'rewards/margins': '8.588', 'logps/chosen': '-131.2', 'logps/rejected': '-144.1', 'logits/chosen': '1.291', 'logits/rejected': '0.02824', 'epoch': '4.289'}
{'loss': '0.0006978', 'grad_norm': '0.04829', 'learning_rate': '7.169e-08', 'rewards/chosen': '0.9121', 'rewards/rejected': '-7.478', 'rewards/accuracies': '1', 'rewards/margins': '8.39', 'logps/chosen': '-156.6', 'logps/rejected': '-143.5', 'logits/chosen': '1.319', 'logits/rejected': '0.1121', 'epoch': '4.3'}
{'loss': '0.0005028', 'grad_norm': '0.04871', 'learning_rate': '7.06e-08', 'rewards/chosen': '1.071', 'rewards/rejected': '-7.533', 'rewards/accuracies': '1', 'rewards/margins': '8.603', 'logps/chosen': '-164.5', 'logps/rejected': '-143.9', 'logits/chosen': '1.361', 'logits/rejected': '0.1065', 'epoch': '4.31'}
{'loss': '0.0004608', 'grad_norm': '0.05079', 'learning_rate': '6.951e-08', 'rewards/chosen': '1.015', 'rewards/rejected': '-7.616', 'rewards/accuracies': '1', 'rewards/margins': '8.632', 'logps/chosen': '-146.5', 'logps/rejected': '-146', 'logits/chosen': '1.349', 'logits/rejected': '0.1167', 'epoch': '4.321'}
{'loss': '0.0006406', 'grad_norm': '0.01251', 'learning_rate': '6.842e-08', 'rewards/chosen': '0.7897', 'rewards/rejected': '-7.694', 'rewards/accuracies': '1', 'rewards/margins': '8.483', 'logps/chosen': '-150.3', 'logps/rejected': '-145.8', 'logits/chosen': '1.321', 'logits/rejected': '-0.02635', 'epoch': '4.332'}
{'loss': '0.0007068', 'grad_norm': '0.01727', 'learning_rate': '6.732e-08', 'rewards/chosen': '0.796', 'rewards/rejected': '-7.721', 'rewards/accuracies': '1', 'rewards/margins': '8.517', 'logps/chosen': '-157', 'logps/rejected': '-144.8', 'logits/chosen': '1.313', 'logits/rejected': '-0.02874', 'epoch': '4.343'}
{'loss': '0.0004966', 'grad_norm': '0.02341', 'learning_rate': '6.623e-08', 'rewards/chosen': '0.8483', 'rewards/rejected': '-7.784', 'rewards/accuracies': '1', 'rewards/margins': '8.632', 'logps/chosen': '-143.9', 'logps/rejected': '-147.5', 'logits/chosen': '1.29', 'logits/rejected': '-0.04374', 'epoch': '4.353'}
{'loss': '0.0005887', 'grad_norm': '0.02897', 'learning_rate': '6.514e-08', 'rewards/chosen': '0.8576', 'rewards/rejected': '-7.737', 'rewards/accuracies': '1', 'rewards/margins': '8.595', 'logps/chosen': '-154.4', 'logps/rejected': '-145.4', 'logits/chosen': '1.45', 'logits/rejected': '0.04105', 'epoch': '4.364'}
{'loss': '0.0009328', 'grad_norm': '0.08706', 'learning_rate': '6.404e-08', 'rewards/chosen': '0.8079', 'rewards/rejected': '-7.344', 'rewards/accuracies': '1', 'rewards/margins': '8.152', 'logps/chosen': '-155', 'logps/rejected': '-140.9', 'logits/chosen': '1.34', 'logits/rejected': '0.2121', 'epoch': '4.375'}
{'loss': '0.0006185', 'grad_norm': '0.02224', 'learning_rate': '6.295e-08', 'rewards/chosen': '0.8785', 'rewards/rejected': '-7.619', 'rewards/accuracies': '1', 'rewards/margins': '8.498', 'logps/chosen': '-159.5', 'logps/rejected': '-145.4', 'logits/chosen': '1.343', 'logits/rejected': '0.04691', 'epoch': '4.385'}
{'loss': '0.000485', 'grad_norm': '0.01192', 'learning_rate': '6.186e-08', 'rewards/chosen': '0.8277', 'rewards/rejected': '-7.733', 'rewards/accuracies': '1', 'rewards/margins': '8.561', 'logps/chosen': '-162.9', 'logps/rejected': '-146.2', 'logits/chosen': '1.442', 'logits/rejected': '-0.01318', 'epoch': '4.396'}
{'loss': '0.0005645', 'grad_norm': '0.07734', 'learning_rate': '6.077e-08', 'rewards/chosen': '0.9517', 'rewards/rejected': '-7.509', 'rewards/accuracies': '1', 'rewards/margins': '8.461', 'logps/chosen': '-152.1', 'logps/rejected': '-143.6', 'logits/chosen': '1.295', 'logits/rejected': '0.1171', 'epoch': '4.407'}
{'loss': '0.0004183', 'grad_norm': '0.006443', 'learning_rate': '5.967e-08', 'rewards/chosen': '0.9179', 'rewards/rejected': '-7.85', 'rewards/accuracies': '1', 'rewards/margins': '8.768', 'logps/chosen': '-155.6', 'logps/rejected': '-147.2', 'logits/chosen': '1.378', 'logits/rejected': '-0.1154', 'epoch': '4.417'}
{'loss': '0.0003855', 'grad_norm': '0.01994', 'learning_rate': '5.858e-08', 'rewards/chosen': '0.9259', 'rewards/rejected': '-7.826', 'rewards/accuracies': '1', 'rewards/margins': '8.752', 'logps/chosen': '-155.6', 'logps/rejected': '-147.6', 'logits/chosen': '1.371', 'logits/rejected': '0.01732', 'epoch': '4.428'}
{'loss': '0.0005508', 'grad_norm': '0.02837', 'learning_rate': '5.749e-08', 'rewards/chosen': '0.8427', 'rewards/rejected': '-7.532', 'rewards/accuracies': '1', 'rewards/margins': '8.374', 'logps/chosen': '-160.3', 'logps/rejected': '-143.6', 'logits/chosen': '1.315', 'logits/rejected': '0.1078', 'epoch': '4.439'}
{'loss': '0.0004023', 'grad_norm': '0.02625', 'learning_rate': '5.639e-08', 'rewards/chosen': '0.8985', 'rewards/rejected': '-7.757', 'rewards/accuracies': '1', 'rewards/margins': '8.656', 'logps/chosen': '-147.5', 'logps/rejected': '-148.1', 'logits/chosen': '1.302', 'logits/rejected': '-0.01332', 'epoch': '4.45'}
{'loss': '0.0004032', 'grad_norm': '0.0144', 'learning_rate': '5.53e-08', 'rewards/chosen': '0.9328', 'rewards/rejected': '-7.885', 'rewards/accuracies': '1', 'rewards/margins': '8.818', 'logps/chosen': '-145.3', 'logps/rejected': '-149', 'logits/chosen': '1.255', 'logits/rejected': '-0.05192', 'epoch': '4.46'}
{'loss': '0.0004751', 'grad_norm': '0.07131', 'learning_rate': '5.421e-08', 'rewards/chosen': '0.7963', 'rewards/rejected': '-7.924', 'rewards/accuracies': '1', 'rewards/margins': '8.72', 'logps/chosen': '-151.3', 'logps/rejected': '-149.5', 'logits/chosen': '1.24', 'logits/rejected': '-0.1856', 'epoch': '4.471'}
{'loss': '0.0004578', 'grad_norm': '0.007383', 'learning_rate': '5.311e-08', 'rewards/chosen': '0.8785', 'rewards/rejected': '-7.713', 'rewards/accuracies': '1', 'rewards/margins': '8.591', 'logps/chosen': '-144.4', 'logps/rejected': '-145.9', 'logits/chosen': '1.266', 'logits/rejected': '0.09193', 'epoch': '4.482'}
{'loss': '0.0005324', 'grad_norm': '0.0193', 'learning_rate': '5.202e-08', 'rewards/chosen': '0.8371', 'rewards/rejected': '-7.65', 'rewards/accuracies': '1', 'rewards/margins': '8.487', 'logps/chosen': '-140.2', 'logps/rejected': '-144.6', 'logits/chosen': '1.237', 'logits/rejected': '0.0254', 'epoch': '4.492'}
{'loss': '0.0004372', 'grad_norm': '0.0199', 'learning_rate': '5.093e-08', 'rewards/chosen': '0.867', 'rewards/rejected': '-7.674', 'rewards/accuracies': '1', 'rewards/margins': '8.541', 'logps/chosen': '-147.9', 'logps/rejected': '-146.3', 'logits/chosen': '1.339', 'logits/rejected': '0.06803', 'epoch': '4.503'}
{'loss': '0.0004723', 'grad_norm': '0.01606', 'learning_rate': '4.984e-08', 'rewards/chosen': '0.826', 'rewards/rejected': '-7.668', 'rewards/accuracies': '1', 'rewards/margins': '8.494', 'logps/chosen': '-155.1', 'logps/rejected': '-145.3', 'logits/chosen': '1.335', 'logits/rejected': '0.06468', 'epoch': '4.514'}
{'loss': '0.0003503', 'grad_norm': '0.08374', 'learning_rate': '4.874e-08', 'rewards/chosen': '1.035', 'rewards/rejected': '-7.807', 'rewards/accuracies': '1', 'rewards/margins': '8.842', 'logps/chosen': '-160.5', 'logps/rejected': '-147.4', 'logits/chosen': '1.357', 'logits/rejected': '-0.02676', 'epoch': '4.524'}
{'loss': '0.0004143', 'grad_norm': '0.02637', 'learning_rate': '4.765e-08', 'rewards/chosen': '0.9362', 'rewards/rejected': '-7.618', 'rewards/accuracies': '1', 'rewards/margins': '8.554', 'logps/chosen': '-133.1', 'logps/rejected': '-145.4', 'logits/chosen': '1.229', 'logits/rejected': '0.1316', 'epoch': '4.535'}
{'loss': '0.0005366', 'grad_norm': '0.03656', 'learning_rate': '4.656e-08', 'rewards/chosen': '0.8976', 'rewards/rejected': '-7.592', 'rewards/accuracies': '1', 'rewards/margins': '8.49', 'logps/chosen': '-149.1', 'logps/rejected': '-144.4', 'logits/chosen': '1.209', 'logits/rejected': '0.06075', 'epoch': '4.546'}
{'loss': '0.0007869', 'grad_norm': '0.07008', 'learning_rate': '4.546e-08', 'rewards/chosen': '0.8354', 'rewards/rejected': '-7.694', 'rewards/accuracies': '1', 'rewards/margins': '8.529', 'logps/chosen': '-171.5', 'logps/rejected': '-147', 'logits/chosen': '1.445', 'logits/rejected': '0.01184', 'epoch': '4.557'}
{'loss': '0.0005707', 'grad_norm': '0.01071', 'learning_rate': '4.437e-08', 'rewards/chosen': '0.9822', 'rewards/rejected': '-7.607', 'rewards/accuracies': '1', 'rewards/margins': '8.589', 'logps/chosen': '-156', 'logps/rejected': '-144', 'logits/chosen': '1.408', 'logits/rejected': '0.04134', 'epoch': '4.567'}
{'loss': '0.0005327', 'grad_norm': '0.01631', 'learning_rate': '4.328e-08', 'rewards/chosen': '0.9233', 'rewards/rejected': '-7.901', 'rewards/accuracies': '1', 'rewards/margins': '8.824', 'logps/chosen': '-161.8', 'logps/rejected': '-148.5', 'logits/chosen': '1.369', 'logits/rejected': '-0.04998', 'epoch': '4.578'}
{'loss': '0.0006402', 'grad_norm': '0.01633', 'learning_rate': '4.219e-08', 'rewards/chosen': '0.8642', 'rewards/rejected': '-7.589', 'rewards/accuracies': '1', 'rewards/margins': '8.454', 'logps/chosen': '-149.6', 'logps/rejected': '-144.3', 'logits/chosen': '1.242', 'logits/rejected': '0.0693', 'epoch': '4.589'}
{'loss': '0.0004201', 'grad_norm': '0.01097', 'learning_rate': '4.109e-08', 'rewards/chosen': '0.9589', 'rewards/rejected': '-7.926', 'rewards/accuracies': '1', 'rewards/margins': '8.884', 'logps/chosen': '-157.3', 'logps/rejected': '-149.2', 'logits/chosen': '1.27', 'logits/rejected': '-0.109', 'epoch': '4.599'}
{'loss': '0.0003831', 'grad_norm': '0.04486', 'learning_rate': '4e-08', 'rewards/chosen': '0.8414', 'rewards/rejected': '-7.95', 'rewards/accuracies': '1', 'rewards/margins': '8.791', 'logps/chosen': '-151.4', 'logps/rejected': '-147.9', 'logits/chosen': '1.31', 'logits/rejected': '-0.07205', 'epoch': '4.61'}
{'loss': '0.000404', 'grad_norm': '0.02526', 'learning_rate': '3.891e-08', 'rewards/chosen': '1.107', 'rewards/rejected': '-7.659', 'rewards/accuracies': '1', 'rewards/margins': '8.765', 'logps/chosen': '-158.4', 'logps/rejected': '-144.6', 'logits/chosen': '1.426', 'logits/rejected': '0.07607', 'epoch': '4.621'}
{'loss': '0.0003588', 'grad_norm': '0.02489', 'learning_rate': '3.781e-08', 'rewards/chosen': '0.9818', 'rewards/rejected': '-7.691', 'rewards/accuracies': '1', 'rewards/margins': '8.673', 'logps/chosen': '-157.7', 'logps/rejected': '-146.5', 'logits/chosen': '1.362', 'logits/rejected': '0.003292', 'epoch': '4.632'}
{'loss': '0.0003884', 'grad_norm': '0.02657', 'learning_rate': '3.672e-08', 'rewards/chosen': '1.022', 'rewards/rejected': '-7.782', 'rewards/accuracies': '1', 'rewards/margins': '8.804', 'logps/chosen': '-145.5', 'logps/rejected': '-146.7', 'logits/chosen': '1.406', 'logits/rejected': '-0.006864', 'epoch': '4.642'}
{'loss': '0.0005326', 'grad_norm': '0.02863', 'learning_rate': '3.563e-08', 'rewards/chosen': '0.8906', 'rewards/rejected': '-7.686', 'rewards/accuracies': '1', 'rewards/margins': '8.576', 'logps/chosen': '-156.5', 'logps/rejected': '-144.6', 'logits/chosen': '1.361', 'logits/rejected': '0.04638', 'epoch': '4.653'}
{'loss': '0.0005421', 'grad_norm': '0.06185', 'learning_rate': '3.454e-08', 'rewards/chosen': '0.804', 'rewards/rejected': '-7.718', 'rewards/accuracies': '1', 'rewards/margins': '8.522', 'logps/chosen': '-138.3', 'logps/rejected': '-145.5', 'logits/chosen': '1.275', 'logits/rejected': '0.03926', 'epoch': '4.664'}
{'loss': '0.0005005', 'grad_norm': '0.03321', 'learning_rate': '3.344e-08', 'rewards/chosen': '0.973', 'rewards/rejected': '-7.657', 'rewards/accuracies': '1', 'rewards/margins': '8.63', 'logps/chosen': '-160.8', 'logps/rejected': '-145.7', 'logits/chosen': '1.409', 'logits/rejected': '0.1124', 'epoch': '4.674'}
{'loss': '0.0007022', 'grad_norm': '0.01579', 'learning_rate': '3.235e-08', 'rewards/chosen': '0.9529', 'rewards/rejected': '-7.646', 'rewards/accuracies': '1', 'rewards/margins': '8.599', 'logps/chosen': '-153.2', 'logps/rejected': '-144.1', 'logits/chosen': '1.26', 'logits/rejected': '0.08481', 'epoch': '4.685'}
{'loss': '0.0003673', 'grad_norm': '0.0161', 'learning_rate': '3.126e-08', 'rewards/chosen': '0.9752', 'rewards/rejected': '-7.766', 'rewards/accuracies': '1', 'rewards/margins': '8.741', 'logps/chosen': '-150.7', 'logps/rejected': '-146.4', 'logits/chosen': '1.347', 'logits/rejected': '-0.02222', 'epoch': '4.696'}
{'loss': '0.0003393', 'grad_norm': '0.01046', 'learning_rate': '3.016e-08', 'rewards/chosen': '0.9288', 'rewards/rejected': '-7.978', 'rewards/accuracies': '1', 'rewards/margins': '8.907', 'logps/chosen': '-155', 'logps/rejected': '-149.4', 'logits/chosen': '1.26', 'logits/rejected': '-0.08322', 'epoch': '4.706'}
{'loss': '0.0003179', 'grad_norm': '0.01076', 'learning_rate': '2.907e-08', 'rewards/chosen': '0.9495', 'rewards/rejected': '-7.858', 'rewards/accuracies': '1', 'rewards/margins': '8.808', 'logps/chosen': '-145.7', 'logps/rejected': '-148.5', 'logits/chosen': '1.287', 'logits/rejected': '-0.006349', 'epoch': '4.717'}
{'loss': '0.0004715', 'grad_norm': '0.02291', 'learning_rate': '2.798e-08', 'rewards/chosen': '0.8798', 'rewards/rejected': '-7.699', 'rewards/accuracies': '1', 'rewards/margins': '8.579', 'logps/chosen': '-164.3', 'logps/rejected': '-146.3', 'logits/chosen': '1.328', 'logits/rejected': '0.01861', 'epoch': '4.728'}
{'loss': '0.0005127', 'grad_norm': '0.03701', 'learning_rate': '2.689e-08', 'rewards/chosen': '0.7955', 'rewards/rejected': '-7.783', 'rewards/accuracies': '1', 'rewards/margins': '8.578', 'logps/chosen': '-143.9', 'logps/rejected': '-146', 'logits/chosen': '1.256', 'logits/rejected': '0.0236', 'epoch': '4.739'}
{'loss': '0.000461', 'grad_norm': '0.01015', 'learning_rate': '2.579e-08', 'rewards/chosen': '0.8914', 'rewards/rejected': '-7.78', 'rewards/accuracies': '1', 'rewards/margins': '8.671', 'logps/chosen': '-151.6', 'logps/rejected': '-146.1', 'logits/chosen': '1.29', 'logits/rejected': '-0.02401', 'epoch': '4.749'}
{'loss': '0.0005523', 'grad_norm': '0.01239', 'learning_rate': '2.47e-08', 'rewards/chosen': '0.9697', 'rewards/rejected': '-7.546', 'rewards/accuracies': '1', 'rewards/margins': '8.516', 'logps/chosen': '-141.1', 'logps/rejected': '-144.1', 'logits/chosen': '1.308', 'logits/rejected': '0.1727', 'epoch': '4.76'}
{'loss': '0.0004846', 'grad_norm': '0.02103', 'learning_rate': '2.361e-08', 'rewards/chosen': '0.9406', 'rewards/rejected': '-7.706', 'rewards/accuracies': '1', 'rewards/margins': '8.646', 'logps/chosen': '-151.6', 'logps/rejected': '-144.3', 'logits/chosen': '1.28', 'logits/rejected': '0.05841', 'epoch': '4.771'}
{'loss': '0.0004556', 'grad_norm': '0.02681', 'learning_rate': '2.251e-08', 'rewards/chosen': '0.9469', 'rewards/rejected': '-7.836', 'rewards/accuracies': '1', 'rewards/margins': '8.783', 'logps/chosen': '-160.5', 'logps/rejected': '-148.4', 'logits/chosen': '1.328', 'logits/rejected': '0.03398', 'epoch': '4.781'}
{'loss': '0.000473', 'grad_norm': '0.1451', 'learning_rate': '2.142e-08', 'rewards/chosen': '1.006', 'rewards/rejected': '-7.771', 'rewards/accuracies': '1', 'rewards/margins': '8.778', 'logps/chosen': '-143.1', 'logps/rejected': '-147.4', 'logits/chosen': '1.283', 'logits/rejected': '0.03306', 'epoch': '4.792'}
{'loss': '0.0004135', 'grad_norm': '0.07669', 'learning_rate': '2.033e-08', 'rewards/chosen': '1.019', 'rewards/rejected': '-7.788', 'rewards/accuracies': '1', 'rewards/margins': '8.807', 'logps/chosen': '-157.2', 'logps/rejected': '-146.4', 'logits/chosen': '1.4', 'logits/rejected': '0.009862', 'epoch': '4.803'}
{'loss': '0.0003194', 'grad_norm': '0.02169', 'learning_rate': '1.923e-08', 'rewards/chosen': '1.027', 'rewards/rejected': '-7.879', 'rewards/accuracies': '1', 'rewards/margins': '8.906', 'logps/chosen': '-140.7', 'logps/rejected': '-147.8', 'logits/chosen': '1.251', 'logits/rejected': '0.01623', 'epoch': '4.813'}
{'loss': '0.000452', 'grad_norm': '0.02181', 'learning_rate': '1.814e-08', 'rewards/chosen': '0.956', 'rewards/rejected': '-7.783', 'rewards/accuracies': '1', 'rewards/margins': '8.739', 'logps/chosen': '-154.9', 'logps/rejected': '-146', 'logits/chosen': '1.336', 'logits/rejected': '-0.02289', 'epoch': '4.824'}
{'loss': '0.0004448', 'grad_norm': '0.01697', 'learning_rate': '1.705e-08', 'rewards/chosen': '0.9137', 'rewards/rejected': '-7.72', 'rewards/accuracies': '1', 'rewards/margins': '8.634', 'logps/chosen': '-159.1', 'logps/rejected': '-146.2', 'logits/chosen': '1.301', 'logits/rejected': '0.01756', 'epoch': '4.835'}
{'loss': '0.0004803', 'grad_norm': '0.02117', 'learning_rate': '1.596e-08', 'rewards/chosen': '0.955', 'rewards/rejected': '-7.808', 'rewards/accuracies': '1', 'rewards/margins': '8.763', 'logps/chosen': '-152.5', 'logps/rejected': '-147.6', 'logits/chosen': '1.307', 'logits/rejected': '-0.03803', 'epoch': '4.846'}
{'loss': '0.0005048', 'grad_norm': '0.007326', 'learning_rate': '1.486e-08', 'rewards/chosen': '0.9993', 'rewards/rejected': '-7.657', 'rewards/accuracies': '1', 'rewards/margins': '8.657', 'logps/chosen': '-153.9', 'logps/rejected': '-145.1', 'logits/chosen': '1.359', 'logits/rejected': '0.07008', 'epoch': '4.856'}
{'loss': '0.0006732', 'grad_norm': '0.07214', 'learning_rate': '1.377e-08', 'rewards/chosen': '1.025', 'rewards/rejected': '-7.613', 'rewards/accuracies': '1', 'rewards/margins': '8.638', 'logps/chosen': '-153.3', 'logps/rejected': '-145.7', 'logits/chosen': '1.273', 'logits/rejected': '0.1248', 'epoch': '4.867'}
{'loss': '0.0003926', 'grad_norm': '0.01161', 'learning_rate': '1.268e-08', 'rewards/chosen': '0.9618', 'rewards/rejected': '-7.825', 'rewards/accuracies': '1', 'rewards/margins': '8.787', 'logps/chosen': '-157.4', 'logps/rejected': '-147.1', 'logits/chosen': '1.306', 'logits/rejected': '0.009017', 'epoch': '4.878'}
{'loss': '0.0005623', 'grad_norm': '0.04951', 'learning_rate': '1.158e-08', 'rewards/chosen': '0.9181', 'rewards/rejected': '-7.787', 'rewards/accuracies': '1', 'rewards/margins': '8.705', 'logps/chosen': '-152.6', 'logps/rejected': '-146.5', 'logits/chosen': '1.308', 'logits/rejected': '0.02891', 'epoch': '4.888'}
{'loss': '0.0005203', 'grad_norm': '0.01623', 'learning_rate': '1.049e-08', 'rewards/chosen': '0.8887', 'rewards/rejected': '-7.733', 'rewards/accuracies': '1', 'rewards/margins': '8.622', 'logps/chosen': '-139.1', 'logps/rejected': '-146.4', 'logits/chosen': '1.189', 'logits/rejected': '0.0764', 'epoch': '4.899'}
{'loss': '0.0002926', 'grad_norm': '0.02048', 'learning_rate': '9.399e-09', 'rewards/chosen': '1.153', 'rewards/rejected': '-7.882', 'rewards/accuracies': '1', 'rewards/margins': '9.035', 'logps/chosen': '-155.4', 'logps/rejected': '-148.4', 'logits/chosen': '1.323', 'logits/rejected': '-0.0253', 'epoch': '4.91'}
{'loss': '0.0005778', 'grad_norm': '0.02346', 'learning_rate': '8.306e-09', 'rewards/chosen': '0.8753', 'rewards/rejected': '-7.772', 'rewards/accuracies': '1', 'rewards/margins': '8.647', 'logps/chosen': '-155.6', 'logps/rejected': '-147.1', 'logits/chosen': '1.3', 'logits/rejected': '-0.01627', 'epoch': '4.921'}
{'loss': '0.0004436', 'grad_norm': '0.009943', 'learning_rate': '7.213e-09', 'rewards/chosen': '0.9203', 'rewards/rejected': '-7.703', 'rewards/accuracies': '1', 'rewards/margins': '8.623', 'logps/chosen': '-138.2', 'logps/rejected': '-145.3', 'logits/chosen': '1.287', 'logits/rejected': '0.1189', 'epoch': '4.931'}
{'loss': '0.0003353', 'grad_norm': '0.02069', 'learning_rate': '6.12e-09', 'rewards/chosen': '0.933', 'rewards/rejected': '-7.747', 'rewards/accuracies': '1', 'rewards/margins': '8.679', 'logps/chosen': '-152.3', 'logps/rejected': '-146.8', 'logits/chosen': '1.372', 'logits/rejected': '0.05759', 'epoch': '4.942'}
{'loss': '0.0004419', 'grad_norm': '0.01836', 'learning_rate': '5.027e-09', 'rewards/chosen': '1.029', 'rewards/rejected': '-7.806', 'rewards/accuracies': '1', 'rewards/margins': '8.834', 'logps/chosen': '-162.4', 'logps/rejected': '-146.9', 'logits/chosen': '1.313', 'logits/rejected': '-0.0278', 'epoch': '4.953'}
{'loss': '0.000344', 'grad_norm': '0.1319', 'learning_rate': '3.934e-09', 'rewards/chosen': '0.9767', 'rewards/rejected': '-8.041', 'rewards/accuracies': '1', 'rewards/margins': '9.018', 'logps/chosen': '-138', 'logps/rejected': '-149', 'logits/chosen': '1.274', 'logits/rejected': '-0.1632', 'epoch': '4.963'}
{'loss': '0.0006479', 'grad_norm': '0.01886', 'learning_rate': '2.842e-09', 'rewards/chosen': '0.8676', 'rewards/rejected': '-7.832', 'rewards/accuracies': '1', 'rewards/margins': '8.699', 'logps/chosen': '-150.6', 'logps/rejected': '-146.7', 'logits/chosen': '1.322', 'logits/rejected': '0.006202', 'epoch': '4.974'}
{'loss': '0.0005596', 'grad_norm': '0.05208', 'learning_rate': '1.749e-09', 'rewards/chosen': '0.9635', 'rewards/rejected': '-7.525', 'rewards/accuracies': '1', 'rewards/margins': '8.489', 'logps/chosen': '-160.7', 'logps/rejected': '-145.3', 'logits/chosen': '1.296', 'logits/rejected': '0.1294', 'epoch': '4.985'}
{'loss': '0.0004913', 'grad_norm': '0.09942', 'learning_rate': '6.557e-10', 'rewards/chosen': '0.9091', 'rewards/rejected': '-7.797', 'rewards/accuracies': '1', 'rewards/margins': '8.706', 'logps/chosen': '-144.7', 'logps/rejected': '-147', 'logits/chosen': '1.231', 'logits/rejected': '-0.01378', 'epoch': '4.995'}
{'train_runtime': '2819', 'train_samples_per_second': '13.26', 'train_steps_per_second': '1.659', 'train_loss': '0.0669', 'epoch': '5'}

[1mSaving model[0m[1;33m...[0m

[1;32mTraining complete! Model saved to models/dpo-padded-heavy-5ep[0m
